frame_index,source_time_s,bbox_xywh,update_s,decode_s,calibrated_confidence,guarded_states,guarded_events,localization_accepted
87,1.74,"[126.0, 156.0, 300.0, 302.0]",0.017276500002481043,0.00020125001901760697,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.14754098360655737, 0.325, 0.49882903981264637, 0.9541666666666667], 'timestamp': 1.74, 'evidence_id': 'ego:88', 'visibility': 'visible', 'confidence': 0.49158795241270925, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5084120475872907, 'visible_fraction': 1.0, 'relative_motion': 0.003192653283846023, 'camera_compensated': True, 'total_area_ratio': 1.3718958307194522}]",[],True
88,1.76,"[128.0, 160.0, 294.0, 296.0]",0.01715862500714138,0.00018683401867747307,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.14988290398126464, 0.3333333333333333, 0.49414519906323184, 0.95], 'timestamp': 1.76, 'evidence_id': 'ego:89', 'visibility': 'visible', 'confidence': 0.5315059308711787, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.4684940691288213, 'visible_fraction': 1.0, 'relative_motion': 0.0035972779673734247, 'camera_compensated': True, 'total_area_ratio': 1.3177468297188697}]",[],True
89,1.78,"[124.0, 158.0, 294.0, 296.0]",0.017171084007713944,0.00017775001469999552,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.1451990632318501, 0.32916666666666666, 0.4894613583138173, 0.9458333333333333], 'timestamp': 1.78, 'evidence_id': 'ego:90', 'visibility': 'visible', 'confidence': 0.48888809817391365, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5111119018260863, 'visible_fraction': 1.0, 'relative_motion': 0.004337623045429555, 'camera_compensated': True, 'total_area_ratio': 1.3177468297188697}]",[],True
90,1.8,"[126.0, 160.0, 288.0, 290.0]",0.01792079204460606,0.00017491698963567615,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.14754098360655737, 0.3333333333333333, 0.4847775175644028, 0.9375], 'timestamp': 1.8, 'evidence_id': 'ego:91', 'visibility': 'visible', 'confidence': 0.4941845899947569, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5058154100052431, 'visible_fraction': 1.0, 'relative_motion': 0.0009401828023249795, 'camera_compensated': True, 'total_area_ratio': 1.264688077060581}]",[],True
91,1.82,"[126.0, 160.0, 288.0, 290.0]",0.01671395800076425,0.00018045800970867276,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.14754098360655737, 0.3333333333333333, 0.4847775175644028, 0.9375], 'timestamp': 1.82, 'evidence_id': 'ego:92', 'visibility': 'visible', 'confidence': 0.48565100728441013, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5143489927155899, 'visible_fraction': 1.0, 'relative_motion': 0.0007676569719054024, 'camera_compensated': True, 'total_area_ratio': 1.264688077060581}]",[],True
92,1.84,"[128.0, 164.0, 282.0, 284.0]",0.018813790986314416,0.0001805420033633709,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.14988290398126464, 0.3416666666666667, 0.48009367681498827, 0.9333333333333333], 'timestamp': 1.84, 'evidence_id': 'ego:93', 'visibility': 'visible', 'confidence': 0.5129545499500652, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.48704545004993477, 'visible_fraction': 1.0, 'relative_motion': 0.0021875491605988034, 'camera_compensated': True, 'total_area_ratio': 1.2127195727445859}]",[],True
93,1.86,"[126.0, 164.0, 282.0, 284.0]",0.01647616602713242,0.00020195799879729748,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.14754098360655737, 0.3416666666666667, 0.477751756440281, 0.9333333333333333], 'timestamp': 1.86, 'evidence_id': 'ego:94', 'visibility': 'visible', 'confidence': 0.4724151678179166, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5275848321820834, 'visible_fraction': 1.0, 'relative_motion': 0.0022454037560800232, 'camera_compensated': True, 'total_area_ratio': 1.2127195727445859}]",[],True
94,1.8800000000000003,"[126.0, 162.0, 282.0, 284.0]",0.016790624998975545,0.0001841670018620789,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.14754098360655737, 0.3375, 0.477751756440281, 0.9291666666666667], 'timestamp': 1.88, 'evidence_id': 'ego:95', 'visibility': 'visible', 'confidence': 0.48816429106265113, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5118357089373489, 'visible_fraction': 1.0, 'relative_motion': 0.003392294293411977, 'camera_compensated': True, 'total_area_ratio': 1.2127195727445859}]",[],True
95,1.9000000000000001,"[130.0, 166.0, 278.0, 280.0]",0.01788087497698143,0.0001829999964684248,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.1522248243559719, 0.3458333333333333, 0.477751756440281, 0.9291666666666667], 'timestamp': 1.9, 'evidence_id': 'ego:96', 'visibility': 'visible', 'confidence': 0.4764203773491278, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5235796226508722, 'visible_fraction': 1.0, 'relative_motion': 0.005464764998948989, 'camera_compensated': True, 'total_area_ratio': 1.1786795967240855}]",[],True
96,1.92,"[126.0, 160.0, 282.0, 284.0]",0.018429875024594367,0.00021104095503687859,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.14754098360655737, 0.3333333333333333, 0.477751756440281, 0.925], 'timestamp': 1.92, 'evidence_id': 'ego:97', 'visibility': 'visible', 'confidence': 0.5062903042903255, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.4937096957096745, 'visible_fraction': 1.0, 'relative_motion': 0.007648863411022133, 'camera_compensated': True, 'total_area_ratio': 1.212719572744586}]",[],True
97,1.94,"[130.0, 162.0, 278.0, 280.0]",0.016381958033889532,0.00020900001982226968,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.1522248243559719, 0.3375, 0.477751756440281, 0.9208333333333333], 'timestamp': 1.94, 'evidence_id': 'ego:98', 'visibility': 'visible', 'confidence': 0.4537048580097792, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5462951419902208, 'visible_fraction': 1.0, 'relative_motion': 0.0024808807519315344, 'camera_compensated': True, 'total_area_ratio': 1.1786795967240853}]",[],True
98,1.96,"[134.0, 162.0, 272.0, 274.0]",0.015887374989688396,0.0002657089498825371,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.15690866510538642, 0.3375, 0.47540983606557374, 0.9083333333333333], 'timestamp': 1.96, 'evidence_id': 'ego:99', 'visibility': 'visible', 'confidence': 0.4673696607016976, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5326303392983024, 'visible_fraction': 1.0, 'relative_motion': 0.00453322855517031, 'camera_compensated': True, 'total_area_ratio': 1.1285281729785797}]",[],True
99,1.98,"[130.0, 158.0, 282.0, 284.0]",0.0183146670460701,0.0002572920056991279,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.1522248243559719, 0.32916666666666666, 0.48243559718969553, 0.9208333333333333], 'timestamp': 1.98, 'evidence_id': 'ego:100', 'visibility': 'visible', 'confidence': 0.4520533734045481, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5479466265954519, 'visible_fraction': 1.0, 'relative_motion': 0.004328563426605431, 'camera_compensated': True, 'total_area_ratio': 1.2127195727445856}]",[],True
100,2.0,"[124.0, 154.0, 288.0, 290.0]",0.016538749972824007,0.00031816697446629405,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.1451990632318501, 0.32083333333333336, 0.48243559718969553, 0.925], 'timestamp': 2.0, 'evidence_id': 'ego:101', 'visibility': 'visible', 'confidence': 0.49540639681127574, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5045936031887243, 'visible_fraction': 1.0, 'relative_motion': 0.0030431744516444346, 'camera_compensated': True, 'total_area_ratio': 1.264688077060581}]",[],True
101,2.02,"[124.0, 152.0, 288.0, 290.0]",0.019044875050894916,0.0004774159751832485,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.1451990632318501, 0.31666666666666665, 0.48243559718969553, 0.9208333333333333], 'timestamp': 2.02, 'evidence_id': 'ego:102', 'visibility': 'visible', 'confidence': 0.45207459909070646, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5479254009092935, 'visible_fraction': 1.0, 'relative_motion': 0.002745065732958723, 'camera_compensated': True, 'total_area_ratio': 1.2646880770605808}]",[],True
102,2.04,"[126.0, 154.0, 282.0, 284.0]",0.018455333018209785,0.00021129200467839837,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.14754098360655737, 0.32083333333333336, 0.477751756440281, 0.9125], 'timestamp': 2.04, 'evidence_id': 'ego:103', 'visibility': 'visible', 'confidence': 0.4442658822653319, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5557341177346681, 'visible_fraction': 1.0, 'relative_motion': 0.0011862545240068963, 'camera_compensated': True, 'total_area_ratio': 1.2127195727445856}]",[],True
103,2.06,"[126.0, 154.0, 282.0, 284.0]",0.019694124988745898,0.0002809590077959001,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.14754098360655737, 0.32083333333333336, 0.477751756440281, 0.9125], 'timestamp': 2.06, 'evidence_id': 'ego:104', 'visibility': 'visible', 'confidence': 0.4437820548808614, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5562179451191386, 'visible_fraction': 1.0, 'relative_motion': 0.0021564163666117323, 'camera_compensated': True, 'total_area_ratio': 1.2127195727445856}]",[],True
104,2.08,"[124.0, 152.0, 282.0, 284.0]",0.01889291702536866,0.00046791700879111886,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.1451990632318501, 0.31666666666666665, 0.47540983606557374, 0.9083333333333333], 'timestamp': 2.08, 'evidence_id': 'ego:105', 'visibility': 'visible', 'confidence': 0.47295401983032215, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5270459801696779, 'visible_fraction': 1.0, 'relative_motion': 0.0020145283917833733, 'camera_compensated': True, 'total_area_ratio': 1.2127195727445859}]",[],True
105,2.1,"[124.0, 150.0, 282.0, 284.0]",0.01756770903011784,0.00024433404905721545,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.1451990632318501, 0.3125, 0.47540983606557374, 0.9041666666666667], 'timestamp': 2.1, 'evidence_id': 'ego:106', 'visibility': 'visible', 'confidence': 0.43841753857616717, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5615824614238328, 'visible_fraction': 1.0, 'relative_motion': 0.001918061346048267, 'camera_compensated': True, 'total_area_ratio': 1.2127195727445859}]",[],True
106,2.12,"[119.99999999999999, 148.0, 288.0, 290.0]",0.017757208028342575,0.00018679199274629354,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.1405152224824356, 0.30833333333333335, 0.477751756440281, 0.9125], 'timestamp': 2.12, 'evidence_id': 'ego:107', 'visibility': 'visible', 'confidence': 0.45235504347266786, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5476449565273321, 'visible_fraction': 1.0, 'relative_motion': 0.0034365478833490947, 'camera_compensated': True, 'total_area_ratio': 1.2646880770605808}]",[],True
107,2.14,"[119.99999999999999, 146.0, 288.0, 290.0]",0.018056083004921675,0.00018404098227620125,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.1405152224824356, 0.30416666666666664, 0.477751756440281, 0.9083333333333333], 'timestamp': 2.14, 'evidence_id': 'ego:108', 'visibility': 'visible', 'confidence': 0.43370229863397924, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5662977013660208, 'visible_fraction': 1.0, 'relative_motion': 0.003266058890465553, 'camera_compensated': True, 'total_area_ratio': 1.264688077060581}]",[],True
108,2.16,"[124.0, 144.0, 288.0, 290.0]",0.0178634169860743,0.00018099998123943806,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.1451990632318501, 0.3, 0.48243559718969553, 0.9041666666666667], 'timestamp': 2.16, 'evidence_id': 'ego:109', 'visibility': 'visible', 'confidence': 0.46835362311971473, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5316463768802853, 'visible_fraction': 1.0, 'relative_motion': 0.003958692424868782, 'camera_compensated': True, 'total_area_ratio': 1.264688077060581}]",[],True
109,2.18,"[128.0, 144.0, 282.0, 284.0]",0.01860075001604855,0.00026391702704131603,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.14988290398126464, 0.3, 0.48009367681498827, 0.8916666666666667], 'timestamp': 2.18, 'evidence_id': 'ego:110', 'visibility': 'visible', 'confidence': 0.42403860086835854, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5759613991316415, 'visible_fraction': 1.0, 'relative_motion': 0.0029403191103417586, 'camera_compensated': True, 'total_area_ratio': 1.212719572744586}]",[],True
110,2.2,"[134.0, 146.0, 278.0, 280.0]",0.017320165992714465,0.00018637499306350946,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.15690866510538642, 0.30416666666666664, 0.48243559718969553, 0.8875], 'timestamp': 2.2, 'evidence_id': 'ego:111', 'visibility': 'visible', 'confidence': 0.4451426903226361, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5548573096773639, 'visible_fraction': 1.0, 'relative_motion': 0.004051452912480711, 'camera_compensated': True, 'total_area_ratio': 1.1786795967240853}]",[],True
111,2.22,"[134.0, 144.0, 278.0, 280.0]",0.01708216598490253,0.00023258302826434374,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.15690866510538642, 0.3, 0.48243559718969553, 0.8833333333333333], 'timestamp': 2.22, 'evidence_id': 'ego:112', 'visibility': 'visible', 'confidence': 0.4239981907303746, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5760018092696254, 'visible_fraction': 1.0, 'relative_motion': 0.002325396772294283, 'camera_compensated': True, 'total_area_ratio': 1.1786795967240853}]",[],True
112,2.24,"[132.0, 140.0, 282.0, 284.0]",0.018306666985154152,0.0002847500145435333,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.15456674473067916, 0.2916666666666667, 0.4847775175644028, 0.8833333333333333], 'timestamp': 2.24, 'evidence_id': 'ego:113', 'visibility': 'visible', 'confidence': 0.45536189014183504, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.544638109858165, 'visible_fraction': 1.0, 'relative_motion': 0.0015416557149969604, 'camera_compensated': True, 'total_area_ratio': 1.2127195727445856}]",[],True
113,2.2600000000000007,"[138.0, 144.0, 272.0, 274.0]",0.017935291049070656,0.00017216696869581938,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.16159250585480095, 0.3, 0.48009367681498827, 0.8708333333333333], 'timestamp': 2.26, 'evidence_id': 'ego:114', 'visibility': 'visible', 'confidence': 0.4229697252302217, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5770302747697783, 'visible_fraction': 1.0, 'relative_motion': 0.0017014082247283353, 'camera_compensated': True, 'total_area_ratio': 1.1285281729785797}]",[],True
114,2.2800000000000002,"[142.0, 146.0, 266.0, 268.0]",0.018644082942046225,0.00019979098578915,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.16627634660421545, 0.30416666666666664, 0.477751756440281, 0.8625], 'timestamp': 2.28, 'evidence_id': 'ego:115', 'visibility': 'visible', 'confidence': 0.4236652950747445, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5763347049252555, 'visible_fraction': 1.0, 'relative_motion': 0.0020395964711640395, 'camera_compensated': True, 'total_area_ratio': 1.0794669975753677}]",[],True
115,2.3000000000000003,"[140.0, 140.0, 272.0, 274.0]",0.018146916991099715,0.00020570802735164762,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.16393442622950818, 0.2916666666666667, 0.48243559718969553, 0.8625], 'timestamp': 2.3, 'evidence_id': 'ego:116', 'visibility': 'visible', 'confidence': 0.4120265640037045, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5879734359962955, 'visible_fraction': 1.0, 'relative_motion': 0.0049083837886917435, 'camera_compensated': True, 'total_area_ratio': 1.1285281729785799}]",[],True
116,2.32,"[140.0, 138.0, 272.0, 274.0]",0.01701050001429394,0.00024016696261242032,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.16393442622950818, 0.2875, 0.48243559718969553, 0.8583333333333333], 'timestamp': 2.32, 'evidence_id': 'ego:117', 'visibility': 'visible', 'confidence': 0.43804115693605816, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5619588430639418, 'visible_fraction': 1.0, 'relative_motion': 0.002538409984520174, 'camera_compensated': True, 'total_area_ratio': 1.1285281729785799}]",[],True
117,2.34,"[142.0, 138.0, 266.0, 268.0]",0.01718791702296585,0.00020937499357387424,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.16627634660421545, 0.2875, 0.477751756440281, 0.8458333333333333], 'timestamp': 2.34, 'evidence_id': 'ego:118', 'visibility': 'visible', 'confidence': 0.39226956018870307, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.6077304398112969, 'visible_fraction': 1.0, 'relative_motion': 0.004101361396445092, 'camera_compensated': True, 'total_area_ratio': 1.0794669975753677}]",[],True
118,2.36,"[142.0, 134.0, 266.0, 268.0]",0.018100166984368116,0.0002804580144584179,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.16627634660421545, 0.2791666666666667, 0.477751756440281, 0.8375], 'timestamp': 2.36, 'evidence_id': 'ego:119', 'visibility': 'visible', 'confidence': 0.4027070597951128, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5972929402048872, 'visible_fraction': 1.0, 'relative_motion': 0.006020261552434317, 'camera_compensated': True, 'total_area_ratio': 1.0794669975753677}]",[],True
119,2.38,"[140.0, 126.0, 272.0, 274.0]",0.0182951670140028,0.00021620799088850617,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.16393442622950818, 0.2625, 0.48243559718969553, 0.8333333333333334], 'timestamp': 2.38, 'evidence_id': 'ego:120', 'visibility': 'visible', 'confidence': 0.3906700626961821, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.6093299373038179, 'visible_fraction': 1.0, 'relative_motion': 0.00954130293234181, 'camera_compensated': True, 'total_area_ratio': 1.1285281729785799}]",[],True
120,2.4,"[140.0, 126.0, 266.0, 268.0]",0.019061499973759055,0.0001812499831430614,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.16393442622950818, 0.2625, 0.47540983606557374, 0.8208333333333333], 'timestamp': 2.4, 'evidence_id': 'ego:121', 'visibility': 'visible', 'confidence': 0.4146402163776831, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.5853597836223169, 'visible_fraction': 1.0, 'relative_motion': 0.006139470638699524, 'camera_compensated': True, 'total_area_ratio': 1.0794669975753677}]",[],True
121,2.42,"[140.0, 122.0, 266.0, 268.0]",0.018949790974147618,0.00025154202012345195,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.16393442622950818, 0.25416666666666665, 0.47540983606557374, 0.8125], 'timestamp': 2.42, 'evidence_id': 'ego:122', 'visibility': 'visible', 'confidence': 0.38501293884651233, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.6149870611534877, 'visible_fraction': 1.0, 'relative_motion': 0.00821359211165155, 'camera_compensated': True, 'total_area_ratio': 1.0794669975753677}]",[],True
122,2.44,"[142.0, 120.0, 262.0, 264.0]",0.01876316696871072,0.0002655829885043204,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.16627634660421545, 0.25, 0.47306791569086654, 0.8], 'timestamp': 2.44, 'evidence_id': 'ego:123', 'visibility': 'visible', 'confidence': 0.37667127903816133, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.6233287209618387, 'visible_fraction': 1.0, 'relative_motion': 0.008096091481259365, 'camera_compensated': True, 'total_area_ratio': 1.047365240830056}]",[],True
123,2.46,"[142.0, 114.0, 262.0, 264.0]",0.019458374998066574,0.0002122910227626562,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.16627634660421545, 0.2375, 0.47306791569086654, 0.7875], 'timestamp': 2.46, 'evidence_id': 'ego:124', 'visibility': 'visible', 'confidence': 0.35468957141662194, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.6453104285833781, 'visible_fraction': 1.0, 'relative_motion': 0.011827615805653561, 'camera_compensated': True, 'total_area_ratio': 1.047365240830056}]",[],True
124,2.48,"[142.0, 110.0, 262.0, 264.0]",0.01808741601416841,0.00017199997091665864,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'box': [0.16627634660421545, 0.22916666666666666, 0.47306791569086654, 0.7791666666666667], 'timestamp': 2.48, 'evidence_id': 'ego:125', 'visibility': 'visible', 'confidence': 0.3774970431048139, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'appearance_distance': 0.6225029568951861, 'visible_fraction': 1.0, 'relative_motion': 0.0074861902950263065, 'camera_compensated': True, 'total_area_ratio': 1.047365240830056}]",[],True
125,2.5,,0.019275124999694526,0.00024041702272370458,,"[{'track_id': 'phys_assessed_object', 'label': 'assessed object', 'visibility': 'uncertain', 'timestamp': 2.5, 'box': None, 'evidence_id': 'ego:126', 'confidence': 0.0, 'confidence_kind': 'uncalibrated_heuristic', 'calibrated_confidence': None, 'failure_reason': 'appearance_changed'}]","[{'event_id': 'csrt_phys_assessed_object_visibility_lost_126', 'kind': 'visibility_lost', 'object_label': 'assessed object', 'subject_ids': ['phys_assessed_object'], 'started_at': 2.48, 'ended_at': 2.5, 'available_at': 1789496145.263705, 'confidence': 0.0, 'uncertainty': 'CSRT with heuristic appearance/scale/visibility guards; confidence is an uncalibrated score, not a probability. Background compensation models translation only. Geometric change does not prove semantic pickup, placement, persistent identity, or physical absence. Tracking became uncertain: appearance_changed.', 'description': 'assessed object: visibility lost in the camera view', 'pre_evidence_ids': ['ego:125'], 'post_evidence_ids': ['ego:126'], 'camera_compensated': True}]",False
126,2.52,,0.005113499995786697,0.00018500001169741154,,[],[],False
127,2.54,,0.004815290973056108,0.0002001250395551324,,[],[],False
128,2.56,,0.0053889170521870255,0.00047462497605010867,,[],[],False
129,2.58,,0.005420458968728781,0.0002828749711625278,,[],[],False
130,2.6,,0.005291540990583599,0.00021550001110881567,,[],[],False
131,2.62,,0.005900790973100811,0.0011564999585971236,,[],[],False
132,2.64,,0.006095084012486041,0.0008142919978126884,,[],[],False
133,2.66,,0.004770542029291391,0.0001829589600674808,,[],[],False
134,2.68,,0.00520587497157976,0.00016237498493865132,,[],[],False
135,2.7,,0.004705750034190714,0.00014533300418406725,,[],[],False
136,2.72,,0.004794957989361137,0.00023195898393169045,,[],[],False
137,2.74,,0.005258292017970234,0.00020570802735164762,,[],[],False
138,2.7600000000000007,,0.005489500006660819,0.00021195801673457026,,[],[],False
139,2.7800000000000002,,0.00536945799831301,0.0001894999877549708,,[],[],False
140,2.8000000000000003,,0.005235540971625596,0.00033308297861367464,,[],[],False
141,2.82,,0.005051666987128556,0.0002341250074096024,,[],[],False
142,2.84,,0.0050887499819509685,0.00036812503822147846,,[],[],False
143,2.86,,0.005211707961279899,0.00021383300190791488,,[],[],False
144,2.88,,0.0054814579780213535,0.00021841697162017226,,[],[],False
